observatoryName,baseDate,averageTemperature,lowestTemperature,lowestTemperatureTime,highestTemperature,highestTemperatureTime,dailyRainfall,maximumWindSpeed,maximumWindSpeedTime,averageWindSpeed,maximumWindSpeedDirection
중문,20190101,5.0,3.8,9.0,8.0,1151.0,0.0,11.3,1643.0,3.0,311.9
서광,20190101,4.4,3.2,1941.0,7.6,1159.0,0.0,13.8,2053.0,4.8,334.7
어리목,20190101,-3.9,-5.0,2033.0,-3.1,1256.0,0.0,6.4,2009.0,1.3,105.0
대정,20190101,4.8,4.1,1847.0,7.2,1250.0,0.0,12.8,1627.0,6.0,335.4
외도,20190101,3.3,2.1,623.0,4.8,1336.0,0.0,11.1,1340.0,4.3,330.7
영실,20190101,-5.8,-7.0,2036.0,-1.1,21.0,0.0,10.8,546.0,3.9,303.8
마라도,20190101,6.8,6.0,1950.0,7.9,1342.0,0.0,17.7,1704.0,11.2,349.4
제주남원,20190101,5.7,4.1,2243.0,8.7,1242.0,0.0,12.8,1617.0,5.4,5.7
월정,20190101,6.0,4.9,1448.0,7.0,432.0,0.0,18.5,2003.0,9.7,337.6
진달래밭,20190101,-6.8,-7.8,2034.0,-3.6,126.0,0.0,,,,
대흘,20190102,3.4,2.6,507.0,4.7,1400.0,0.0,11.5,452.0,4.6,326.3
마라도,20190102,6.6,5.4,1058.0,7.7,1515.0,0.0,15.8,103.0,10.5,343.4
구좌,20190102,4.4,3.6,429.0,6.0,1345.0,0.0,13.3,1413.0,6.9,325.8
대정,20190102,4.6,4.1,2322.0,6.9,1119.0,0.0,10.9,225.0,4.8,323.9
월정,20190102,5.6,4.7,537.0,6.9,1352.0,0.0,17.1,132.0,8.5,343.7
진달래밭,20190102,-7.0,-8.4,2139.0,-4.9,1233.0,0.0,,,,
새별오름,20190102,0.5,0.0,543.0,1.4,1108.0,0.0,16.7,4.0,7.1,67.5
서광,20190102,3.7,3.0,2327.0,5.0,1255.0,0.0,12.2,6.0,3.5,342.7
어리목,20190102,-4.5,-6.3,2238.0,-3.3,1453.0,0.0,6.6,38.0,1.6,69.9
제주남원,20190102,5.1,3.6,2253.0,8.1,1140.0,0.0,11.2,205.0,5.1,350.7
대흘,20190103,3.3,1.7,2315.0,5.9,1505.0,0.0,7.9,328.0,3.3,340.3
어리목,20190103,-3.1,-6.4,2137.0,4.1,1437.0,0.0,4.8,848.0,1.0,69.4
제주남원,20190103,5.6,-0.1,2315.0,12.4,1241.0,0.0,12.5,832.0,3.5,9.3
월정,20190103,5.0,2.3,2205.0,8.0,1430.0,0.0,14.9,425.0,5.1,335.6
진달래밭,20190103,-3.2,-8.6,2358.0,2.1,1133.0,0.0,10.4,222.0,3.3,310.1
대정,20190103,5.2,3.7,632.0,8.2,1504.0,0.0,11.5,1027.0,4.6,95.5
외도,20190103,2.3,-1.9,2315.0,6.0,1530.0,0.0,6.5,936.0,2.1,53.2
새별오름,20190103,1.2,-0.4,733.0,4.1,1449.0,0.0,11.6,1131.0,4.7,78.8
중문,20190103,6.6,3.2,747.0,10.6,1247.0,0.0,11.2,332.0,1.8,338.3
마라도,20190103,7.6,5.2,745.0,9.5,1542.0,0.0,17.2,913.0,9.6,12.8
중문,20190104,8.1,3.6,444.0,11.9,1332.0,1.5,5.4,1224.0,0.8,323.0
대흘,20190104,4.7,1.0,318.0,8.7,1324.0,1.0,6.2,1103.0,2.4,255.9
서광,20190104,5.6,1.0,311.0,10.0,1331.0,1.0,9.7,1740.0,3.0,347.7
제주남원,20190104,7.3,0.0,449.0,12.8,1333.0,1.5,10.9,131.0,1.6,351.8
대정,20190104,6.1,1.9,451.0,10.5,1147.0,0.5,9.2,1609.0,3.3,240.3
외도,20190104,3.6,-2.4,140.0,8.4,1236.0,1.5,4.5,1554.0,1.5,74.6
제주가시리,20190104,7.3,2.8,44.0,11.8,1340.0,2.0,5.2,1227.0,1.2,261.6
마라도,20190104,9.2,7.7,805.0,10.6,1147.0,0.5,13.2,1605.0,7.1,359.6
어리목,20190104,0.5,-6.8,327.0,5.8,954.0,0.0,7.8,1141.0,1.7,237.2
구좌,20190104,5.8,0.7,316.0,10.8,1247.0,0.0,8.5,1457.0,2.9,320.3
대흘,20190105,4.8,2.9,2305.0,7.1,1257.0,0.5,9.5,1613.0,3.3,298.1
마라도,20190105,8.3,7.0,2356.0,9.7,1213.0,0.0,17.8,832.0,11.9,353.5
서광,20190105,5.6,3.4,2106.0,8.5,1310.0,0.5,13.6,526.0,5.6,14.2
제주남원,20190105,8.0,6.7,546.0,10.8,1404.0,1.0,13.2,833.0,5.4,181.3
월정,20190105,7.8,6.4,2345.0,8.9,1220.0,0.0,15.1,1051.0,6.6,216.6
영실,20190105,1.2,-1.7,2023.0,4.1,1009.0,1.5,9.1,1133.0,1.8,50.6
중문,20190105,8.2,4.1,2153.0,12.9,1237.0,1.0,9.2,1253.0,1.4,329.9
어리목,20190105,-1.0,-4.3,2126.0,3.0,1336.0,1.5,6.2,1525.0,1.4,75.3
구좌,20190105,6.8,4.4,2028.0,8.3,1226.0,0.0,12.9,1434.0,6.3,295.9
대정,20190105,6.4,3.4,2138.0,9.6,1229.0,0.5,12.1,1458.0,5.4,356.6
중문,20190106,7.7,3.8,2344.0,13.1,1132.0,0.0,10.3,1654.0,2.0,312.2
구좌,20190106,5.3,4.3,740.0,7.1,1346.0,0.0,14.2,219.0,7.4,320.3
영실,20190106,0.1,-2.6,2147.0,2.0,1135.0,0.0,7.4,1429.0,2.3,329.1
진달래밭,20190106,-1.6,-3.7,2354.0,1.2,1240.0,0.0,10.4,920.0,3.4,299.6
새별오름,20190106,1.3,-0.2,715.0,3.6,1159.0,0.0,12.7,1325.0,6.3,67.5
대흘,20190106,3.6,2.5,2326.0,6.0,1510.0,0.0,8.6,1429.0,3.6,306.6
마라도,20190106,6.9,5.8,552.0,8.0,1215.0,0.0,17.4,811.0,12.2,358.9
서광,20190106,4.3,3.0,704.0,6.8,1137.0,0.0,14.7,419.0,6.2,1.3
어리목,20190106,-3.0,-6.3,2225.0,3.6,1308.0,0.0,5.4,1138.0,1.0,60.2
월정,20190106,6.3,5.1,806.0,7.7,1333.0,0.0,15.0,207.0,6.8,344.2
중문,20190107,8.5,3.8,333.0,13.0,1138.0,0.0,4.9,121.0,1.2,12.0
제주남원,20190107,8.4,4.4,53.0,13.3,1452.0,0.0,7.6,2231.0,3.4,120.7
구좌,20190107,5.8,2.2,212.0,8.4,1424.0,0.0,11.6,1124.0,6.0,301.9
대흘,20190107,4.2,1.5,650.0,6.6,1324.0,0.0,7.3,1308.0,2.9,354.4
서광,20190107,5.4,3.3,746.0,8.9,1335.0,0.0,12.5,1001.0,6.6,4.3
대정,20190107,5.9,3.1,114.0,9.5,1311.0,0.0,11.6,1133.0,5.5,44.4
월정,20190107,7.0,5.5,551.0,8.5,1324.0,0.0,12.2,707.0,5.4,350.2
외도,20190107,4.2,-1.9,714.0,9.0,1412.0,0.0,5.5,1130.0,1.7,10.9
새별오름,20190107,2.1,-0.2,32.0,5.5,1303.0,0.0,11.5,1201.0,5.4,81.6
마라도,20190107,7.9,6.6,715.0,9.8,1308.0,0.0,15.5,429.0,11.0,357.7
마라도,20190108,7.8,6.0,2156.0,9.4,1420.0,0.0,18.1,2358.0,12.1,345.6
서광,20190108,5.6,3.2,2155.0,8.5,1244.0,0.0,15.6,2038.0,5.7,328.2
어리목,20190108,-2.7,-5.0,2214.0,-1.0,1342.0,0.0,9.0,2205.0,1.7,67.8
제주남원,20190108,7.0,4.0,2246.0,11.6,1436.0,0.0,15.4,2008.0,6.4,13.0
구좌,20190108,5.9,3.5,2148.0,8.6,1411.0,0.0,16.2,1447.0,8.1,311.6
대정,20190108,6.4,4.2,2154.0,9.6,1331.0,0.0,13.0,2015.0,6.5,360.0
외도,20190108,5.9,3.6,2157.0,8.6,1308.0,0.0,10.5,2059.0,3.3,350.0
진달래밭,20190108,-4.3,-7.8,2207.0,-0.5,223.0,0.0,,,,
제주가시리,20190108,5.5,1.5,2239.0,12.4,1440.0,0.0,13.3,2303.0,3.7,25.3
중문,20190108,6.6,3.8,2217.0,10.2,1329.0,0.0,11.8,1412.0,3.0,308.7
제주남원,20190109,4.6,2.1,703.0,7.2,1254.0,0.0,14.8,552.0,4.6,25.8
구좌,20190109,3.8,1.7,551.0,6.0,1521.0,0.0,15.1,245.0,4.4,321.1
외도,20190109,3.4,1.1,641.0,5.5,1413.0,0.0,11.0,27.0,2.7,343.7
새별오름,20190109,0.9,-2.3,658.0,4.3,1511.0,0.0,17.6,17.0,5.2,73.1
중문,20190109,5.2,1.9,736.0,7.8,1040.0,0.0,9.5,419.0,1.6,325.5
어리목,20190109,-3.1,-7.1,725.0,0.2,1338.0,0.0,8.3,12.0,1.6,70.3
월정,20190109,4.5,2.6,644.0,6.5,1522.0,0.0,17.5,251.0,4.3,357.5
영실,20190109,-2.1,-7.5,349.0,2.5,710.0,0.0,12.4,502.0,2.4,0.0
진달래밭,20190109,-2.9,-9.4,524.0,1.3,1340.0,0.0,,,,
제주가시리,20190109,3.0,1.1,649.0,5.4,1307.0,0.0,11.4,144.0,3.0,326.3
마라도,20190110,7.9,6.7,646.0,9.0,249.0,0.0,16.4,1515.0,9.5,356.1
어리목,20190110,-1.1,-2.3,1450.0,1.0,138.0,0.0,8.3,200.0,1.6,239.7
구좌,20190110,6.3,3.9,19.0,7.5,1229.0,0.0,13.1,1807.0,5.4,323.1
외도,20190110,5.9,3.1,722.0,6.9,2127.0,0.0,7.9,1457.0,2.2,328.2
진달래밭,20190110,-0.5,-3.1,1955.0,2.9,1221.0,0.0,17.9,648.0,4.3,300.4
중문,20190110,7.0,5.1,2.0,10.1,1258.0,0.0,10.8,1443.0,2.5,343.6
대흘,20190110,5.2,3.4,28.0,6.1,2041.0,0.0,9.2,1249.0,3.5,320.6
제주남원,20190110,7.5,5.1,18.0,12.6,1215.0,0.0,11.5,1455.0,3.3,328.1
새별오름,20190110,2.7,1.0,718.0,4.0,1229.0,0.0,14.1,1436.0,5.6,61.9
제주가시리,20190110,6.0,3.6,4.0,12.3,1416.0,0.0,5.3,1229.0,1.7,210.9
제주남원,20190111,8.4,6.3,137.0,12.2,1021.0,1.0,8.5,42.0,2.8,4.1
월정,20190111,8.2,6.1,734.0,10.7,1900.0,0.5,13.2,6.0,3.5,338.0
중문,20190111,8.6,6.3,128.0,11.6,1011.0,0.0,8.1,4.0,0.9,351.3
구좌,20190111,7.4,5.4,754.0,10.0,1928.0,0.5,11.7,203.0,4.0,326.5
외도,20190111,6.5,4.1,306.0,8.4,1918.0,1.5,5.3,13.0,1.4,29.7
새별오름,20190111,4.4,2.0,833.0,7.6,1424.0,2.0,11.0,707.0,3.2,64.7
대흘,20190111,6.3,4.1,747.0,8.2,1500.0,1.5,6.0,744.0,2.1,320.6
마라도,20190111,9.6,7.6,809.0,11.3,1941.0,1.0,14.9,204.0,7.9,351.5
서광,20190111,6.8,4.9,843.0,9.3,1422.0,2.0,11.2,130.0,3.0,354.7
어리목,20190111,0.8,-3.8,315.0,6.4,1302.0,2.5,6.2,1251.0,0.8,196.7
어리목,20190112,1.1,-2.1,2356.0,5.0,1328.0,4.0,5.4,1436.0,1.2,68.8
구좌,20190112,8.5,7.1,152.0,10.0,1400.0,2.0,11.9,1311.0,5.1,302.2
월정,20190112,9.4,7.9,958.0,10.4,1448.0,1.0,13.2,1925.0,5.4,356.0
영실,20190112,0.3,-2.2,2343.0,2.7,1330.0,1.5,10.4,1807.0,3.3,39.4
진달래밭,20190112,-1.2,-3.9,2227.0,2.1,59.0,1.0,,,,
중문,20190112,9.1,6.9,1836.0,13.4,1211.0,0.0,10.6,1321.0,2.1,315.7
마라도,20190112,9.9,8.9,2335.0,11.2,136.0,1.0,13.2,925.0,8.0,352.4
새별오름,20190112,4.6,3.1,2357.0,6.7,1349.0,1.5,12.4,1524.0,5.0,56.3
제주가시리,20190112,7.9,6.1,2349.0,13.1,1232.0,1.0,8.5,2241.0,3.2,30.9
대흘,20190112,7.0,5.5,2358.0,8.4,1403.0,3.0,7.9,1519.0,2.8,300.9
서광,20190113,6.3,3.8,2234.0,9.1,1207.0,0.0,11.8,1426.0,3.2,302.0
대정,20190113,7.0,4.1,150.0,10.4,1314.0,0.0,12.1,1601.0,4.0,344.8
외도,20190113,6.7,2.4,2235.0,9.1,1238.0,0.0,6.8,937.0,2.0,34.3
영실,20190113,-1.3,-3.6,203.0,2.5,1739.0,0.0,9.1,427.0,1.7,278.4
제주가시리,20190113,6.2,2.6,2350.0,12.5,1419.0,0.0,7.5,916.0,2.9,8.4
대흘,20190113,6.0,4.0,2302.0,7.7,1247.0,0.0,9.8,1340.0,3.5,286.9
어리목,20190113,-1.8,-5.6,2353.0,0.2,1304.0,0.0,5.1,512.0,1.1,82.6
구좌,20190113,7.4,5.2,2234.0,8.9,1215.0,0.0,11.4,954.0,5.8,357.1
새별오름,20190113,3.4,1.2,2255.0,5.8,1241.0,0.0,13.6,1418.0,5.9,64.7
중문,20190113,7.6,2.9,2341.0,11.1,1251.0,0.0,10.4,1026.0,2.7,0.8
대흘,20190114,5.5,3.4,811.0,7.8,1204.0,0.0,7.1,1245.0,3.0,298.1
마라도,20190114,8.6,7.3,330.0,10.8,1319.0,0.0,15.8,42.0,9.7,347.3
월정,20190114,7.9,3.7,655.0,10.0,1251.0,0.0,13.0,11.0,4.0,353.5
영실,20190114,-0.4,-3.7,817.0,3.6,1409.0,0.0,6.2,514.0,0.9,2.8
제주가시리,20190114,6.7,1.1,344.0,13.4,1348.0,0.0,5.5,1413.0,2.0,230.6
중문,20190114,7.4,2.2,256.0,13.5,1249.0,0.0,5.6,1322.0,1.1,247.5
구좌,20190114,6.1,2.8,707.0,9.6,1426.0,0.0,9.8,1154.0,4.5,309.7
새별오름,20190114,2.9,0.5,408.0,6.4,1217.0,0.0,10.6,1318.0,4.6,70.3
서광,20190114,6.2,3.5,348.0,9.5,1232.0,0.0,11.0,938.0,4.8,355.0
어리목,20190114,-2.3,-6.7,527.0,4.3,1235.0,0.0,4.5,1306.0,0.6,78.6
중문,20190115,6.9,2.9,2321.0,11.4,1240.0,0.0,12.3,1534.0,3.0,20.7
대흘,20190115,5.3,1.8,2358.0,8.4,1325.0,0.0,13.7,2247.0,5.0,343.1
서광,20190115,5.7,1.9,2354.0,8.7,1214.0,0.0,14.7,1604.0,5.1,335.7
대정,20190115,6.4,2.6,2352.0,9.7,1134.0,0.0,14.2,2139.0,5.7,339.8
제주가시리,20190115,6.0,2.0,0.0,13.1,1327.0,0.0,11.0,2011.0,2.6,30.9
마라도,20190115,8.1,4.8,2348.0,9.8,1308.0,0.0,18.6,2147.0,10.8,356.5
구좌,20190115,6.7,3.2,2353.0,9.4,1234.0,0.0,16.0,2335.0,7.2,328.8
어리목,20190115,-1.7,-5.4,2343.0,3.4,1308.0,0.0,6.9,1859.0,1.4,84.2
제주남원,20190115,8.0,4.1,2328.0,13.4,1359.0,0.0,12.9,1620.0,3.8,14.9
월정,20190115,7.7,4.2,2350.0,9.9,1033.0,0.0,18.5,2248.0,7.9,346.9
마라도,20190116,4.5,3.3,551.0,5.6,2249.0,0.0,18.7,323.0,12.0,359.0
제주가시리,20190116,1.9,-0.4,512.0,6.9,1355.0,0.0,9.9,255.0,2.8,348.8
중문,20190116,3.1,1.6,559.0,6.1,1321.0,0.0,13.0,1530.0,3.5,319.6
대흘,20190116,1.4,0.4,336.0,2.7,1336.0,0.0,13.6,46.0,4.9,320.6
어리목,20190116,-6.1,-6.9,638.0,-5.3,1.0,0.0,6.6,151.0,1.3,72.4
제주남원,20190116,3.9,1.6,536.0,9.2,1444.0,0.0,14.7,303.0,5.4,211.1
구좌,20190116,2.7,1.5,511.0,4.8,1408.0,0.0,16.5,8.0,7.7,311.4
대정,20190116,2.7,1.6,500.0,3.9,1432.0,0.0,12.9,210.0,6.3,343.5
영실,20190116,-5.6,-8.7,548.0,-0.7,1318.0,0.0,10.4,3.0,2.2,298.1
새별오름,20190116,-1.3,-2.3,531.0,-0.3,1246.0,0.0,17.8,25.0,8.3,61.9
마라도,20190117,6.7,4.8,151.0,8.3,1712.0,0.0,15.8,1824.0,10.1,345.7
어리목,20190117,-4.1,-5.4,1.0,-2.8,1425.0,0.0,4.2,1219.0,0.8,234.6
외도,20190117,4.5,3.0,40.0,5.8,1247.0,0.0,9.3,1558.0,3.2,305.0
영실,20190117,-5.5,-7.4,631.0,-2.8,2344.0,0.0,10.9,1956.0,4.1,309.4
중문,20190117,4.4,2.7,22.0,7.3,1320.0,0.0,10.0,1157.0,2.7,294.3
서광,20190117,3.8,2.3,151.0,5.8,1305.0,0.0,14.6,1941.0,4.3,343.4
제주남원,20190117,5.5,3.7,39.0,9.4,1344.0,0.0,10.7,515.0,4.1,339.2
구좌,20190117,5.4,3.1,37.0,7.6,1253.0,0.0,15.2,1856.0,7.6,312.0
대흘,20190117,3.9,2.2,2.0,5.5,1119.0,0.0,11.7,1513.0,4.8,326.3
대정,20190117,4.7,3.0,111.0,6.8,1554.0,0.0,11.6,1626.0,4.9,313.7
대흘,20190118,4.5,1.8,2358.0,7.9,1444.0,0.0,7.0,1312.0,2.6,315.0
대정,20190118,5.2,-0.8,543.0,11.2,1243.0,0.0,8.8,956.0,3.1,25.2
제주가시리,20190118,4.9,0.2,626.0,11.4,1306.0,0.0,5.3,1246.0,2.0,219.4
중문,20190118,6.4,0.4,501.0,11.5,1434.0,0.0,6.6,203.0,1.2,307.5
어리목,20190118,-2.6,-8.6,658.0,5.2,1214.0,0.0,4.8,1223.0,0.6,68.6
제주남원,20190118,6.2,2.0,2344.0,12.4,1227.0,0.0,6.7,203.0,2.3,31.2
진달래밭,20190118,-2.0,-7.7,3.0,3.0,1103.0,0.0,10.6,29.0,2.7,312.7
마라도,20190118,8.4,5.6,450.0,11.2,1259.0,0.0,13.5,109.0,7.2,337.3
서광,20190118,5.7,1.8,352.0,10.6,1234.0,0.0,11.6,211.0,3.0,0.2
구좌,20190118,5.8,2.6,2323.0,9.1,1428.0,0.0,12.7,7.0,4.5,320.8
어리목,20190119,2.1,-5.6,536.0,5.2,1829.0,3.5,13.6,1443.0,3.9,236.5
구좌,20190119,7.9,0.9,308.0,11.8,1424.0,0.0,7.4,2250.0,2.1,266.5
외도,20190119,7.9,-0.9,356.0,12.2,1929.0,0.5,7.8,2306.0,2.0,289.2
영실,20190119,1.2,-3.4,245.0,3.9,1942.0,5.0,6.3,1932.0,1.7,182.8
새별오름,20190119,6.9,3.3,522.0,9.2,1926.0,2.5,8.3,1946.0,4.0,278.4
중문,20190119,10.2,4.3,458.0,13.7,1612.0,0.0,8.5,1556.0,1.3,235.7
마라도,20190119,12.4,8.9,347.0,14.6,1734.0,0.0,13.9,2344.0,6.4,286.9
서광,20190119,8.5,2.5,301.0,11.9,1647.0,1.0,6.8,2304.0,1.8,279.4
제주남원,20190119,9.6,1.2,52.0,12.9,1134.0,1.0,8.1,2341.0,1.8,255.6
제주가시리,20190119,8.3,2.7,323.0,10.8,1932.0,2.0,6.4,2359.0,1.8,292.5
대정,20190120,6.2,3.3,2018.0,12.0,1.0,0.0,17.2,1257.0,8.2,347.2
월정,20190120,7.3,4.3,2352.0,12.4,12.0,0.0,19.1,1006.0,11.1,330.4
외도,20190120,5.8,3.0,2347.0,10.8,1.0,0.0,11.1,1129.0,4.9,8.1
진달래밭,20190120,-4.8,-8.3,2148.0,2.9,3.0,1.0,,,,
새별오름,20190120,2.2,-0.5,2015.0,7.4,1.0,0.5,21.4,1623.0,10.0,67.5
대흘,20190120,4.9,1.8,2348.0,10.1,1.0,0.0,14.1,1639.0,6.6,309.4
마라도,20190120,7.8,5.4,2054.0,12.8,215.0,0.0,22.7,1456.0,14.0,338.4
서광,20190120,5.1,2.6,2000.0,9.8,10.0,0.5,19.4,1943.0,6.3,337.4
어리목,20190120,-2.2,-5.4,2233.0,3.0,1.0,3.0,9.0,4.0,2.8,236.5
제주가시리,20190120,6.0,1.3,2359.0,10.5,1440.0,0.0,13.7,2239.0,4.6,36.6
대흘,20190121,4.3,1.8,16.0,6.9,1424.0,0.0,12.8,144.0,5.4,354.4
마라도,20190121,7.3,5.0,359.0,9.2,2225.0,0.0,18.8,3.0,11.0,334.7
서광,20190121,4.8,2.5,106.0,7.6,1455.0,0.0,14.3,30.0,5.1,333.5
구좌,20190121,5.5,2.8,56.0,8.4,1432.0,0.0,15.3,214.0,7.8,317.6
월정,20190121,6.8,4.1,47.0,8.4,1523.0,0.0,18.2,2.0,8.6,346.4
어리목,20190121,-3.2,-5.5,23.0,-0.3,1226.0,0.0,7.2,113.0,1.8,85.4
외도,20190121,5.0,3.0,1.0,7.2,1451.0,0.0,10.7,145.0,3.2,357.5
중문,20190121,5.4,3.0,109.0,8.8,1337.0,0.0,12.8,1524.0,3.0,315.3
제주남원,20190121,5.7,0.2,2319.0,10.9,1251.0,0.0,16.5,237.0,3.9,192.4
대정,20190121,5.7,3.3,2.0,9.1,1400.0,0.0,12.9,50.0,5.8,337.8
어리목,20190122,-0.8,-4.6,104.0,2.6,1300.0,0.0,5.9,1444.0,1.7,237.2
월정,20190122,9.2,8.0,56.0,10.8,1421.0,0.0,13.7,240.0,6.7,330.7
새별오름,20190122,3.8,1.2,38.0,6.5,1412.0,0.0,10.6,1016.0,3.1,61.9
대흘,20190122,6.2,4.4,102.0,9.1,1412.0,0.0,11.4,1454.0,4.0,258.8
서광,20190122,6.6,4.8,256.0,10.1,1415.0,0.0,10.1,41.0,2.9,320.4
구좌,20190122,6.9,3.9,2359.0,10.8,1434.0,0.0,12.1,351.0,5.5,307.3
제주가시리,20190122,5.0,1.2,235.0,12.2,1257.0,0.0,4.9,1303.0,2.0,154.7
중문,20190122,6.6,3.6,516.0,11.5,1243.0,0.0,9.2,1419.0,1.9,306.7
마라도,20190122,9.5,8.6,531.0,10.5,1856.0,0.0,13.5,56.0,8.2,320.9
제주남원,20190122,5.6,-0.8,605.0,13.9,1433.0,0.0,5.5,1609.0,1.9,144.2
대흘,20190123,6.9,4.6,2330.0,10.3,1310.0,0.0,10.6,1840.0,4.5,309.4
어리목,20190123,-0.4,-4.3,2307.0,4.8,1403.0,0.0,5.4,532.0,1.7,200.8
제주남원,20190123,7.5,-1.2,743.0,14.8,1327.0,0.0,9.8,2342.0,2.6,4.0
대정,20190123,8.0,4.6,2356.0,12.2,1332.0,0.0,9.4,1138.0,4.1,347.8
월정,20190123,9.1,6.4,357.0,11.9,1440.0,0.0,14.8,1727.0,6.6,334.4
진달래밭,20190123,-0.4,-3.2,1803.0,3.4,1207.0,0.0,14.4,1615.0,5.1,293.1
제주가시리,20190123,6.1,1.1,552.0,14.0,1310.0,0.0,5.6,1224.0,2.0,135.0
구좌,20190123,7.5,3.1,309.0,11.6,1315.0,0.0,13.5,1746.0,5.7,324.7
영실,20190123,0.9,-2.0,524.0,4.1,1205.0,0.0,,,,
중문,20190123,7.4,2.6,139.0,12.9,1340.0,0.0,11.7,1502.0,2.4,325.3
중문,20190124,8.6,4.3,1954.0,13.8,1322.0,0.0,8.4,507.0,1.7,8.5
서광,20190124,6.0,3.7,134.0,11.3,1422.0,0.0,15.3,945.0,5.4,1.8
영실,20190124,2.6,-1.4,2301.0,6.4,1354.0,0.0,,,,
진달래밭,20190124,0.8,-3.1,607.0,4.9,1200.0,0.0,11.4,213.0,3.1,299.7
제주가시리,20190124,6.7,0.8,507.0,14.0,1338.0,0.0,5.6,1518.0,2.1,216.6
대흘,20190124,4.4,1.1,659.0,7.7,1412.0,0.0,7.2,1019.0,3.1,323.4
외도,20190124,3.2,-1.3,647.0,8.6,1517.0,0.0,7.0,1231.0,1.7,340.7
마라도,20190124,8.4,6.3,620.0,11.0,1356.0,0.0,16.7,816.0,11.2,353.8
어리목,20190124,-1.3,-6.3,720.0,8.1,1428.0,0.0,4.4,1.0,0.7,57.3
제주남원,20190124,8.3,0.5,533.0,14.3,1342.0,0.0,9.6,38.0,2.4,21.7
중문,20190125,6.6,2.8,434.0,13.5,1019.0,0.0,14.2,2227.0,2.9,295.4
대흘,20190125,4.2,1.9,2355.0,8.2,1330.0,0.0,15.8,2040.0,5.0,337.5
제주남원,20190125,7.3,2.9,2346.0,13.8,1135.0,0.0,15.4,2202.0,4.6,335.5
월정,20190125,6.2,2.9,359.0,9.7,1219.0,0.0,21.9,2044.0,8.0,341.6
진달래밭,20190125,-3.9,-8.9,2233.0,1.3,1035.0,0.0,,,,
마라도,20190125,7.8,4.7,2320.0,9.9,1122.0,0.0,21.6,2135.0,12.2,340.7
서광,20190125,5.2,2.2,2322.0,8.7,1109.0,0.0,17.6,2250.0,5.6,314.5
외도,20190125,4.3,-1.2,121.0,9.0,1224.0,0.0,12.7,2351.0,3.6,340.7
영실,20190125,-3.2,-7.7,2232.0,2.8,1039.0,0.0,,,,
새별오름,20190125,1.9,-1.0,2332.0,5.9,1346.0,0.0,21.1,2350.0,7.1,45.0
중문,20190126,3.6,1.7,649.0,6.6,1244.0,0.0,17.9,1119.0,3.7,301.0
대흘,20190126,2.2,0.9,523.0,4.5,1137.0,0.0,15.6,107.0,6.6,337.5
서광,20190126,2.8,1.6,635.0,4.7,1238.0,0.0,18.8,1201.0,6.4,352.6
외도,20190126,3.1,2.0,553.0,5.4,1217.0,0.0,14.4,1200.0,5.2,337.9
새별오름,20190126,-0.5,-1.5,546.0,1.1,1311.0,0.0,22.4,1200.0,10.8,70.3
제주가시리,20190126,1.8,-1.2,644.0,4.7,1347.0,0.0,9.9,1132.0,3.3,267.2
마라도,20190126,5.4,4.2,2224.0,6.8,1508.0,0.0,21.5,1201.0,14.3,341.0
어리목,20190126,-5.4,-6.5,600.0,-4.0,1208.0,0.0,9.7,1342.0,3.2,65.5
구좌,20190126,3.5,2.0,533.0,5.5,1201.0,0.0,20.2,422.0,10.1,317.6
대정,20190126,3.7,2.6,616.0,6.2,1330.0,0.0,17.2,1223.0,8.2,322.6
구좌,20190127,5.1,1.9,753.0,7.9,1347.0,0.0,11.9,46.0,5.6,320.9
대정,20190127,4.9,-0.2,552.0,9.0,1352.0,0.0,10.7,1236.0,3.8,342.0
월정,20190127,6.1,3.8,2251.0,8.3,1439.0,0.0,11.3,149.0,4.9,333.8
제주가시리,20190127,5.0,0.3,706.0,11.5,1436.0,0.0,7.7,20.0,2.1,16.9
중문,20190127,6.1,1.9,542.0,12.6,1300.0,0.0,10.7,1913.0,2.2,318.1
대흘,20190127,3.9,0.6,707.0,6.5,1346.0,0.0,8.3,1315.0,3.4,320.6
어리목,20190127,-3.9,-10.1,740.0,2.9,1357.0,0.0,6.3,2342.0,1.2,230.1
제주남원,20190127,6.5,0.5,2311.0,12.6,1313.0,0.0,8.6,459.0,2.6,24.0
영실,20190127,-1.5,-7.0,822.0,3.7,1414.0,0.0,,,,
진달래밭,20190127,-2.1,-10.5,222.0,4.3,1522.0,0.0,,,,
중문,20190128,7.0,3.5,2354.0,11.8,1256.0,0.0,11.9,1407.0,2.9,293.1
대흘,20190128,5.9,2.6,2358.0,9.4,1023.0,0.0,12.4,1035.0,4.9,295.3
마라도,20190128,8.9,6.0,2221.0,11.0,1032.0,0.0,17.5,1746.0,11.1,347.7
구좌,20190128,6.7,2.8,120.0,10.8,1305.0,0.0,14.4,1658.0,6.1,320.7
월정,20190128,8.3,5.0,1.0,10.9,1044.0,0.0,15.0,1643.0,7.1,316.7
외도,20190128,6.6,2.6,2359.0,10.1,1013.0,0.0,9.0,1427.0,3.5,335.7
진달래밭,20190128,-2.6,-5.8,2014.0,2.6,55.0,0.0,18.3,1018.0,6.0,301.4
제주가시리,20190128,5.7,0.7,14.0,13.3,1331.0,0.0,9.5,1830.0,2.4,25.3
