observatoryName,baseDate,averageTemperature,lowestTemperature,lowestTemperatureTime,highestTemperature,highestTemperatureTime,dailyRainfall,maximumWindSpeed,maximumWindSpeedTime,averageWindSpeed,maximumWindSpeedDirection
영실,20210325,8.5,1.8,653.0,14.3,1403.0,0.0,5.3,2019.0,1.4,348.8
새별오름,20210325,11.5,6.6,2341.0,17.2,1258.0,0.0,10.6,1228.0,3.8,19.7
제주가시리,20210325,12.8,7.2,2340.0,19.4,1515.0,0.0,5.6,804.0,2.8,306.6
서광,20210325,13.5,7.7,2332.0,19.9,1227.0,0.0,7.3,1149.0,2.4,4.9
구좌,20210325,12.9,9.5,428.0,16.3,1245.0,0.0,7.1,1118.0,3.1,324.1
애월,20210325,12.9,8.3,2328.0,18.4,1540.0,0.0,4.7,856.0,1.7,95.6
서광,20210326,15.1,7.4,6.0,20.3,1247.0,0.0,9.1,1425.0,3.2,128.6
대정,20210326,14.6,5.8,616.0,19.3,1246.0,0.0,9.2,1126.0,3.7,98.3
제주가시리,20210326,13.4,6.5,147.0,20.3,1252.0,0.0,5.3,1249.0,2.7,112.5
마라도,20210326,16.0,12.4,209.0,19.1,1408.0,0.0,8.7,1203.0,4.4,136.1
월정,20210326,14.8,7.7,646.0,22.2,1439.0,0.0,9.0,1415.0,3.0,119.6
외도,20210326,12.0,3.6,518.0,19.4,1146.0,0.0,5.6,1423.0,1.4,338.7
영실,20210326,10.3,3.2,634.0,17.4,1200.0,0.0,7.4,2201.0,2.0,87.2
중문,20210326,15.1,7.0,626.0,19.6,1437.0,0.0,7.3,1235.0,2.4,178.8
대흘,20210326,15.0,7.5,417.0,22.5,1401.0,0.0,8.9,1253.0,2.7,171.6
어리목,20210326,10.6,1.0,626.0,19.8,1210.0,0.0,11.1,2340.0,1.3,242.4
마라도,20210327,16.8,15.1,2332.0,18.2,953.0,15.0,13.3,1345.0,6.6,174.4
제주남원,20210327,16.6,10.1,42.0,19.2,907.0,26.0,12.2,1618.0,3.1,215.3
구좌,20210327,17.1,13.0,526.0,19.6,945.0,13.5,15.5,1709.0,5.2,167.5
월정,20210327,18.1,12.6,537.0,21.3,1118.0,17.5,13.8,1129.0,4.4,174.9
중문,20210327,16.6,13.6,336.0,18.9,958.0,23.0,10.1,1758.0,3.1,233.5
서광,20210327,15.9,13.7,325.0,18.3,1004.0,48.0,12.7,1509.0,4.3,145.6
영실,20210327,9.4,5.4,252.0,11.8,1724.0,212.0,10.5,1240.0,4.0,196.9
제주가시리,20210327,15.0,10.9,346.0,16.7,1152.0,85.0,11.5,1734.0,3.9,182.8
대흘,20210327,16.8,12.6,520.0,19.9,1620.0,10.5,16.3,1106.0,4.8,191.3
어리목,20210327,11.9,9.3,352.0,14.0,1755.0,118.5,23.0,1637.0,8.2,245.1
중문,20210329,15.6,10.9,2354.0,23.0,1423.0,0.0,8.4,528.0,2.1,319.0
마라도,20210329,14.7,13.3,3.0,15.7,1730.0,0.0,10.1,431.0,5.7,293.5
어리목,20210329,12.0,6.1,130.0,15.7,1413.0,0.0,7.0,931.0,2.0,197.9
대정,20210329,13.8,9.7,2353.0,17.5,1446.0,0.0,7.5,1258.0,3.1,304.9
월정,20210329,14.3,9.3,5.0,17.3,346.0,0.0,9.9,430.0,3.9,280.4
외도,20210329,13.1,7.9,2328.0,16.4,248.0,0.0,8.3,328.0,1.9,237.3
진달래밭,20210329,9.8,6.2,334.0,14.8,1446.0,0.0,14.5,512.0,4.4,295.5
대흘,20210329,13.6,9.1,40.0,17.7,251.0,0.0,8.5,359.0,3.3,278.4
영실,20210329,10.7,7.4,400.0,14.9,1505.0,0.0,7.7,318.0,2.3,348.8
서광,20210329,13.4,9.7,2359.0,18.8,1233.0,0.0,7.9,1714.0,2.2,1.6
대흘,20210330,12.4,8.2,544.0,18.9,1327.0,0.0,5.4,1125.0,1.9,354.4
구좌,20210330,12.3,7.5,2355.0,16.6,1339.0,0.0,7.2,838.0,3.2,322.3
월정,20210330,13.0,8.9,2252.0,17.7,1526.0,0.0,6.5,1124.0,2.4,308.0
진달래밭,20210330,7.0,-0.9,2309.0,11.9,1453.0,0.0,10.3,47.0,2.8,245.3
새별오름,20210330,12.7,7.3,129.0,19.8,1338.0,0.0,11.2,1041.0,3.8,22.5
중문,20210330,14.1,10.1,323.0,19.0,1359.0,0.0,6.7,1528.0,1.5,242.5
서광,20210330,13.8,9.3,0.0,20.6,1252.0,0.0,9.8,829.0,2.5,4.2
어리목,20210330,10.1,4.3,618.0,16.5,1323.0,0.0,7.9,1309.0,1.3,57.9
제주남원,20210330,14.8,9.7,2252.0,21.0,1121.0,0.0,6.3,1140.0,1.8,275.4
영실,20210330,9.8,5.7,2328.0,15.0,1606.0,0.0,5.8,1729.0,1.4,312.2
서광,20210331,15.3,8.2,129.0,21.1,1131.0,0.0,6.9,1322.0,1.4,131.1
대정,20210331,15.4,9.2,618.0,19.4,1104.0,0.0,11.5,1250.0,3.5,90.1
외도,20210331,15.3,7.0,615.0,21.2,1148.0,0.0,9.5,1314.0,1.6,88.5
제주가시리,20210331,12.8,6.2,511.0,18.1,1144.0,0.0,5.1,1155.0,1.9,92.8
대흘,20210331,14.7,7.7,200.0,18.7,1120.0,0.0,7.7,1230.0,3.5,126.6
마라도,20210331,16.1,14.1,121.0,17.0,1119.0,0.0,14.5,2240.0,8.0,97.3
어리목,20210331,11.4,5.0,113.0,17.6,1024.0,0.0,4.9,1252.0,0.6,76.8
구좌,20210331,14.4,6.7,148.0,18.1,1154.0,0.0,8.2,1208.0,3.3,84.1
새별오름,20210331,14.5,8.2,140.0,18.9,1137.0,0.0,6.6,1122.0,2.0,5.6
중문,20210331,16.2,9.6,16.0,21.3,1049.0,0.0,10.8,1220.0,2.6,143.9
중문,20210401,16.6,13.0,1738.0,19.1,950.0,9.5,14.0,750.0,4.4,116.1
대흘,20210401,13.9,12.7,1845.0,16.0,1107.0,9.5,11.2,1119.0,5.0,118.1
제주남원,20210401,15.3,13.6,1905.0,18.4,1234.0,18.5,12.9,1113.0,4.0,3.4
월정,20210401,16.3,14.9,2334.0,18.0,1209.0,5.0,13.9,2243.0,5.2,108.3
외도,20210401,14.7,13.1,1937.0,17.4,1.0,7.5,17.5,2154.0,5.6,107.6
새별오름,20210401,13.6,11.4,1813.0,16.8,927.0,10.5,7.2,106.0,1.7,64.7
제주가시리,20210401,12.9,11.5,28.0,14.7,1103.0,15.0,7.1,1155.0,3.2,73.1
어리목,20210401,11.4,8.1,601.0,16.4,1007.0,9.0,13.1,2117.0,2.3,138.9
구좌,20210401,15.4,14.5,2045.0,17.1,1154.0,5.0,16.5,1809.0,7.9,105.4
대정,20210401,16.2,13.8,1712.0,18.7,942.0,14.5,17.4,2256.0,6.3,63.2
서광,20210402,18.6,15.1,101.0,21.3,1209.0,3.0,16.4,423.0,6.6,119.8
대정,20210402,18.9,14.6,15.0,21.5,1153.0,1.5,18.5,724.0,9.5,95.8
월정,20210402,17.0,14.5,231.0,18.8,1114.0,4.0,14.1,530.0,6.2,83.0
외도,20210402,17.6,13.9,149.0,21.0,1441.0,1.0,19.3,552.0,5.0,93.8
제주가시리,20210402,14.3,12.1,106.0,16.0,1240.0,5.5,6.6,743.0,3.4,67.5
애월,20210402,17.4,13.7,13.0,20.8,1430.0,7.0,11.9,715.0,4.0,92.8
중문,20210402,18.9,15.1,109.0,21.2,1232.0,0.5,16.8,528.0,5.3,101.8
대흘,20210402,15.6,12.9,39.0,17.4,1113.0,6.0,11.3,1016.0,5.7,140.6
마라도,20210402,16.9,15.0,4.0,18.7,1259.0,0.5,21.4,30.0,13.1,83.5
어리목,20210402,13.4,10.8,30.0,15.3,1312.0,5.0,15.2,2326.0,3.9,186.4
어리목,20210403,15.1,12.8,1.0,16.6,1638.0,32.5,17.5,1428.0,6.0,238.4
구좌,20210403,17.1,13.9,2356.0,19.1,1607.0,10.5,12.5,1249.0,4.8,156.0
대정,20210403,15.7,12.4,2328.0,18.2,5.0,10.0,13.8,12.0,5.1,81.4
월정,20210403,17.6,13.5,0.0,21.3,1446.0,7.0,11.0,1352.0,4.5,178.4
외도,20210403,17.8,12.2,2340.0,23.0,1439.0,0.0,10.7,8.0,2.6,112.4
영실,20210403,12.3,10.5,12.0,13.6,1626.0,188.5,10.2,218.0,2.8,78.8
제주가시리,20210403,16.0,14.3,2359.0,17.3,1528.0,97.5,7.0,1520.0,3.1,202.5
대흘,20210403,16.8,12.5,2358.0,21.0,1500.0,10.5,11.1,46.0,3.1,146.3
서광,20210403,15.6,11.7,2337.0,18.1,6.0,29.0,12.7,44.0,3.7,108.1
제주남원,20210403,16.8,14.1,2246.0,18.2,636.0,21.0,8.1,1925.0,2.1,254.8
대흘,20210404,10.1,9.6,2328.0,12.5,1.0,9.5,10.3,1208.0,4.5,303.8
서광,20210404,9.7,9.4,554.0,11.8,3.0,2.0,12.6,1518.0,4.3,325.6
어리목,20210404,6.1,4.7,1250.0,13.5,1.0,5.5,7.0,121.0,1.6,233.2
제주남원,20210404,14.8,12.6,2353.0,18.4,1507.0,0.0,13.0,1534.0,2.8,73.0
구좌,20210404,11.7,10.9,604.0,13.9,1.0,12.5,16.3,218.0,6.9,300.3
외도,20210404,10.4,9.8,2351.0,12.4,19.0,7.0,7.9,1037.0,2.7,330.4
영실,20210404,7.5,3.8,2343.0,13.5,7.0,0.0,9.9,729.0,2.6,22.5
새별오름,20210404,8.0,7.4,1316.0,10.8,2.0,5.5,16.8,1043.0,7.1,8.4
중문,20210404,11.7,10.4,541.0,14.1,1704.0,0.0,16.2,150.0,4.5,324.3
마라도,20210404,12.0,11.5,1419.0,13.5,24.0,0.0,16.7,1159.0,11.8,340.2
중문,20210405,12.6,8.1,2247.0,17.3,1412.0,0.0,8.8,12.0,1.9,325.9
마라도,20210405,13.6,11.3,322.0,16.1,1048.0,0.0,14.2,1839.0,6.9,102.2
외도,20210405,11.4,7.7,2223.0,14.7,1408.0,4.5,9.5,1609.0,2.4,83.8
영실,20210405,4.9,1.8,2237.0,10.4,1435.0,0.0,7.6,611.0,1.6,317.8
제주가시리,20210405,9.7,7.0,1939.0,12.1,1336.0,4.0,6.4,1007.0,2.5,33.8
어리목,20210405,5.8,3.6,725.0,9.5,1303.0,2.0,10.0,1729.0,2.6,16.0
제주남원,20210405,12.3,10.4,2041.0,15.5,1246.0,0.0,11.9,1507.0,3.8,29.4
구좌,20210405,12.7,11.0,18.0,13.8,1411.0,0.5,10.6,929.0,4.5,24.5
대정,20210405,12.5,8.3,2222.0,17.0,1307.0,0.0,11.6,1510.0,3.6,7.8
월정,20210405,13.0,11.0,106.0,14.9,2003.0,1.5,8.5,1002.0,3.3,32.0
어리목,20210406,7.7,3.7,1950.0,12.5,1211.0,0.0,6.9,420.0,1.9,55.2
대정,20210406,13.0,9.7,1.0,16.8,1232.0,0.0,10.7,1654.0,4.1,326.1
애월,20210406,13.4,9.5,19.0,17.7,1439.0,0.0,5.0,1649.0,1.8,2.8
중문,20210406,14.1,8.9,15.0,19.2,1627.0,0.0,12.3,1704.0,2.1,329.2
마라도,20210406,13.8,11.9,221.0,15.2,1220.0,0.0,12.5,1441.0,7.6,323.3
서광,20210406,12.8,9.1,1.0,17.5,1334.0,0.0,9.5,1700.0,3.4,334.1
제주남원,20210406,15.3,10.7,21.0,18.8,1349.0,0.0,19.5,1613.0,2.8,244.1
외도,20210406,11.5,5.9,2355.0,15.7,1437.0,0.0,6.7,1349.0,1.5,342.2
영실,20210406,6.7,2.2,4.0,11.3,1242.0,0.0,10.8,2140.0,2.1,320.6
진달래밭,20210406,4.2,1.0,5.0,8.6,1444.0,0.0,12.5,2033.0,2.9,352.5
중문,20210407,16.2,12.7,2037.0,22.9,1243.0,0.0,11.5,1018.0,2.4,344.7
대정,20210407,13.6,8.1,624.0,18.0,1237.0,0.0,11.3,1107.0,4.4,326.6
영실,20210407,7.7,4.5,628.0,11.8,1428.0,0.0,11.4,827.0,3.3,306.6
대흘,20210407,13.5,9.8,514.0,17.4,1342.0,0.0,6.6,810.0,3.0,286.9
마라도,20210407,14.6,12.9,320.0,17.4,1218.0,0.0,12.2,1101.0,7.9,327.9
제주남원,20210407,16.9,13.0,2357.0,21.7,1329.0,0.0,12.1,1038.0,3.6,29.5
구좌,20210407,13.9,9.3,227.0,18.3,1322.0,0.0,10.2,910.0,4.8,321.1
월정,20210407,14.4,10.0,525.0,17.0,1342.0,0.0,9.2,755.0,4.3,296.7
진달래밭,20210407,4.8,1.4,509.0,9.2,1426.0,0.0,13.4,848.0,3.5,356.4
새별오름,20210407,12.0,9.4,622.0,16.6,1315.0,0.0,14.7,934.0,5.7,36.6
중문,20210408,15.3,11.7,2354.0,21.4,1247.0,0.0,11.0,1508.0,2.3,322.2
서광,20210408,12.8,8.6,2244.0,17.7,1238.0,0.0,11.0,2132.0,3.5,0.3
대정,20210408,12.7,8.7,2234.0,17.8,1242.0,0.0,11.5,1518.0,4.5,299.6
새별오름,20210408,10.8,6.7,1939.0,15.5,1222.0,0.0,12.0,1308.0,5.9,11.3
제주남원,20210408,16.0,12.0,523.0,20.5,1252.0,0.0,9.6,2347.0,2.3,4.2
월정,20210408,13.9,12.0,2353.0,16.7,1307.0,0.0,10.5,1504.0,5.9,306.8
영실,20210408,7.8,5.7,551.0,11.9,1410.0,0.0,8.3,2304.0,2.3,16.9
진달래밭,20210408,4.7,2.0,2004.0,10.0,1313.0,0.0,9.1,2351.0,2.8,304.1
제주가시리,20210408,12.6,8.4,2244.0,18.3,1340.0,0.0,7.9,1527.0,4.3,317.8
대흘,20210408,12.6,9.1,2156.0,16.7,1233.0,0.0,8.6,1502.0,3.7,348.8
중문,20210409,13.8,7.5,341.0,18.7,1222.0,0.0,10.3,2143.0,2.3,126.0
새별오름,20210409,10.8,5.8,320.0,15.6,1324.0,0.0,13.3,556.0,4.9,56.3
서광,20210409,11.9,6.9,2358.0,18.4,1059.0,0.0,9.4,411.0,2.6,0.4
어리목,20210409,6.4,-1.2,332.0,12.7,1226.0,0.0,7.5,1414.0,2.2,73.8
구좌,20210409,13.5,7.5,408.0,17.7,1554.0,0.0,12.2,2054.0,5.0,70.3
대정,20210409,13.8,8.5,208.0,18.0,1325.0,0.0,10.4,2309.0,4.1,74.0
월정,20210409,13.7,8.4,622.0,17.3,1607.0,0.0,11.7,2240.0,4.0,80.9
영실,20210409,6.5,2.6,2109.0,10.2,1546.0,0.0,7.5,524.0,1.9,340.3
진달래밭,20210409,3.2,-0.6,506.0,8.2,1114.0,0.0,9.2,14.0,2.5,320.4
제주가시리,20210409,12.1,7.8,141.0,16.0,1240.0,0.0,6.8,438.0,3.4,298.1
대흘,20210410,12.6,10.1,340.0,16.0,1208.0,0.0,10.1,1142.0,3.9,101.3
마라도,20210410,14.6,13.5,252.0,16.3,1233.0,0.0,17.4,828.0,11.8,85.6
서광,20210410,12.5,6.0,142.0,20.4,1138.0,0.0,8.6,1537.0,2.0,146.9
제주남원,20210410,14.2,10.6,2345.0,18.1,1231.0,0.0,11.0,1223.0,3.7,93.0
애월,20210410,13.6,11.4,2350.0,16.3,1016.0,0.0,11.6,1137.0,5.9,90.0
외도,20210410,13.7,10.6,428.0,17.9,1356.0,0.0,11.8,1439.0,4.2,75.0
진달래밭,20210410,3.0,-0.2,321.0,7.6,1140.0,0.0,8.4,1547.0,1.9,163.4
새별오름,20210410,11.2,4.9,405.0,17.4,1438.0,0.0,10.1,1518.0,3.2,28.1
중문,20210410,13.7,7.4,508.0,18.7,1141.0,0.0,12.0,1133.0,3.5,117.4
어리목,20210410,9.0,4.3,157.0,14.0,1222.0,0.0,10.0,513.0,3.0,66.2
중문,20210411,15.3,7.6,222.0,19.2,1437.0,0.0,12.5,913.0,3.6,111.7
대흘,20210411,14.6,10.7,142.0,18.9,1345.0,0.0,9.8,1447.0,3.9,143.4
마라도,20210411,16.2,14.4,2.0,17.7,1423.0,0.0,14.3,355.0,9.7,100.3
서광,20210411,14.5,6.2,1.0,20.0,1319.0,0.0,11.4,1428.0,3.2,153.4
구좌,20210411,16.1,12.6,106.0,19.2,1428.0,0.0,11.1,1339.0,5.0,111.5
영실,20210411,10.1,2.9,22.0,14.7,1621.0,0.0,7.0,2324.0,2.1,163.1
어리목,20210411,9.9,2.2,513.0,15.8,1013.0,0.0,6.9,1446.0,1.1,238.5
제주남원,20210411,15.7,9.9,35.0,20.5,1405.0,0.0,9.0,1009.0,2.8,88.4
월정,20210411,15.9,9.3,115.0,19.1,1316.0,0.0,9.5,1235.0,3.8,117.3
외도,20210411,16.2,7.8,200.0,21.9,1543.0,0.0,12.2,914.0,3.0,102.0
대흘,20210412,15.5,13.2,2359.0,19.6,2150.0,15.5,13.4,1136.0,4.7,157.5
월정,20210412,17.0,14.4,2333.0,19.7,2203.0,14.5,15.7,1110.0,4.9,130.8
외도,20210412,15.9,12.2,421.0,19.8,1030.0,8.5,18.2,1950.0,2.9,187.6
애월,20210412,16.2,13.4,525.0,19.2,1006.0,13.0,12.9,1532.0,3.6,222.2
중문,20210412,15.4,13.4,2352.0,17.0,1.0,117.0,12.4,1044.0,3.4,114.4
서광,20210412,15.1,12.3,2358.0,16.6,118.0,91.0,13.1,1111.0,5.0,158.8
구좌,20210412,15.8,14.7,2354.0,17.3,2238.0,17.5,17.2,1048.0,6.5,134.1
새별오름,20210412,13.8,10.9,2356.0,15.3,1031.0,92.5,23.3,910.0,9.7,151.9
마라도,20210412,16.4,14.2,2358.0,17.4,1106.0,56.0,15.2,1514.0,8.1,204.8
어리목,20210412,11.5,8.9,606.0,13.1,1114.0,65.5,22.5,1505.0,7.2,240.4
서광,20210413,9.7,6.4,2345.0,12.8,1336.0,0.0,13.0,2009.0,4.0,336.3
어리목,20210413,7.0,3.6,2308.0,12.7,1017.0,0.0,7.3,14.0,2.0,202.3
구좌,20210413,11.6,8.5,2343.0,14.8,1311.0,0.0,18.8,503.0,8.7,314.7
월정,20210413,11.8,9.0,2350.0,15.6,54.0,0.0,15.8,435.0,7.9,301.4
영실,20210413,8.3,4.6,2256.0,11.2,1115.0,0.0,10.6,826.0,4.2,16.9
진달래밭,20210413,7.3,4.6,1657.0,10.0,956.0,0.0,16.6,2049.0,6.0,315.6
중문,20210413,12.0,8.3,2321.0,18.9,1314.0,0.0,16.8,1040.0,5.4,338.1
대흘,20210413,10.2,7.0,2338.0,13.2,1.0,0.0,10.7,2201.0,5.7,317.8
제주남원,20210413,14.7,9.7,2152.0,19.0,1217.0,0.0,11.9,1627.0,2.8,18.6
대정,20210413,11.0,7.5,2355.0,13.4,425.0,0.0,13.2,1235.0,6.5,331.0
대흘,20210414,8.9,6.4,352.0,12.1,1337.0,0.0,9.5,428.0,4.9,337.5
제주남원,20210414,12.2,8.4,512.0,16.1,1440.0,0.0,13.5,1240.0,4.1,360.0
대정,20210414,9.7,7.4,342.0,12.9,1340.0,0.0,14.2,41.0,5.5,322.2
월정,20210414,11.3,8.5,340.0,14.0,1420.0,0.0,14.1,116.0,7.2,334.7
제주가시리,20210414,7.9,4.9,411.0,12.4,1412.0,0.0,10.5,36.0,5.0,329.1
애월,20210414,10.5,8.2,43.0,14.2,1431.0,0.0,6.9,613.0,3.5,47.8
마라도,20210414,11.1,9.0,707.0,12.9,1720.0,0.0,18.4,150.0,11.0,349.9
어리목,20210414,3.7,0.0,247.0,8.1,1257.0,0.0,9.8,1341.0,2.1,75.4
외도,20210414,8.8,5.0,452.0,12.8,1438.0,0.0,6.8,944.0,1.9,55.0
영실,20210414,4.0,0.9,2120.0,7.6,3.0,0.0,11.3,726.0,4.2,84.4
어리목,20210415,6.9,0.1,526.0,11.9,1130.0,0.0,11.3,2346.0,1.8,233.0
구좌,20210415,11.9,7.0,619.0,17.1,1605.0,0.0,8.5,1617.0,3.0,120.9
월정,20210415,12.0,6.7,510.0,17.6,1445.0,0.0,7.7,1729.0,2.4,132.6
영실,20210415,5.6,0.4,639.0,10.8,1002.0,0.0,6.8,1238.0,1.7,168.8
애월,20210415,12.0,7.8,109.0,16.2,1726.0,0.0,6.1,1754.0,2.5,334.7
대흘,20210415,12.0,6.1,348.0,17.5,1217.0,0.0,8.6,1254.0,3.1,73.1
제주남원,20210415,13.6,9.8,535.0,18.6,1228.0,0.0,7.9,53.0,2.3,2.1
대정,20210415,13.0,6.6,641.0,18.1,1419.0,0.0,8.4,1216.0,3.4,137.8
외도,20210415,11.2,5.1,18.0,15.9,1232.0,0.0,7.0,1339.0,2.1,44.2
새별오름,20210415,10.9,5.4,609.0,15.8,1245.0,0.0,10.2,2203.0,3.5,151.9
중문,20210416,15.8,10.3,514.0,20.9,1459.0,0.0,8.1,1530.0,1.6,329.3
대흘,20210416,13.6,8.3,513.0,19.0,1328.0,0.0,6.3,1449.0,1.7,351.6
마라도,20210416,15.8,14.6,2339.0,18.4,958.0,0.0,7.0,1542.0,3.2,315.9
서광,20210416,14.4,8.5,543.0,19.8,1407.0,0.0,5.4,1425.0,1.7,278.3
구좌,20210416,14.3,8.4,515.0,19.4,1306.0,0.0,6.1,1342.0,2.2,31.4
대정,20210416,14.7,9.6,506.0,18.6,1544.0,0.0,6.9,1519.0,1.9,266.4
외도,20210416,13.9,7.8,453.0,18.6,1159.0,0.0,6.5,1326.0,1.4,12.1
영실,20210416,9.6,4.2,555.0,14.4,1224.0,0.0,5.8,8.0,1.2,109.7
새별오름,20210416,13.5,10.1,610.0,18.2,1239.0,0.0,11.7,1338.0,3.2,14.1
제주가시리,20210416,13.2,7.1,428.0,19.6,1324.0,0.0,4.6,1553.0,1.6,295.3
중문,20210417,13.1,8.7,2155.0,17.7,1004.0,0.0,19.2,1223.0,4.5,319.7
서광,20210417,11.4,8.0,2113.0,15.5,945.0,0.0,14.5,1511.0,4.1,326.1
제주남원,20210417,14.3,11.0,2012.0,20.7,1227.0,0.0,16.3,2238.0,3.3,345.5
외도,20210417,12.6,9.6,2124.0,16.7,1100.0,0.0,12.4,1700.0,3.5,326.9
진달래밭,20210417,3.3,-3.1,2240.0,11.7,1102.0,0.0,15.8,1552.0,4.4,345.0
애월,20210417,13.1,11.4,2040.0,16.4,1246.0,0.0,11.6,1801.0,4.4,345.9
대흘,20210417,11.9,9.4,2012.0,15.9,1005.0,0.0,13.3,1443.0,5.5,331.9
마라도,20210417,13.5,12.4,2002.0,15.6,137.0,0.0,18.6,1438.0,10.2,328.0
구좌,20210417,13.3,10.7,2230.0,17.2,1023.0,0.0,17.8,1925.0,7.4,309.8
영실,20210417,4.8,-0.9,2241.0,11.0,930.0,0.0,9.9,1637.0,3.3,239.1
중문,20210418,12.2,8.9,357.0,16.9,1221.0,0.0,18.2,746.0,5.1,328.9
대흘,20210418,11.0,8.9,2149.0,14.0,1439.0,0.0,13.6,828.0,6.9,323.4
마라도,20210418,12.9,11.9,309.0,14.2,1117.0,0.0,20.9,726.0,11.4,330.4
어리목,20210418,3.9,-0.2,328.0,9.0,1236.0,0.0,9.7,1050.0,2.2,74.4
구좌,20210418,12.3,10.0,2337.0,15.6,1436.0,0.0,19.6,715.0,9.5,314.4
외도,20210418,11.2,6.1,2355.0,15.0,2200.0,0.0,9.8,947.0,3.7,336.0
진달래밭,20210418,0.6,-3.6,231.0,4.2,1331.0,0.0,18.4,1013.0,5.9,349.2
서광,20210418,10.9,8.4,2308.0,14.6,1342.0,0.0,14.2,934.0,4.9,323.5
월정,20210418,13.0,11.4,305.0,15.5,1420.0,0.0,18.7,809.0,9.2,332.6
애월,20210418,12.3,7.8,2359.0,16.8,1342.0,0.0,10.3,641.0,4.0,351.6
마라도,20210419,14.0,11.4,503.0,15.5,1501.0,0.0,9.5,1417.0,6.9,315.9
대정,20210419,12.2,5.6,409.0,18.1,1259.0,0.0,8.8,1509.0,3.4,302.3
월정,20210419,13.4,8.1,613.0,17.9,1210.0,0.0,9.6,1637.0,4.7,302.6
진달래밭,20210419,5.5,1.0,142.0,10.0,1337.0,0.0,9.3,14.0,2.6,297.3
새별오름,20210419,10.2,5.8,311.0,15.3,1126.0,0.0,11.9,1355.0,4.5,354.4
제주가시리,20210419,12.7,7.9,418.0,18.7,1154.0,0.0,7.0,106.0,4.0,323.4
어리목,20210419,5.5,-1.5,540.0,13.4,1116.0,0.0,6.4,1221.0,0.9,76.9
외도,20210419,10.6,3.5,534.0,17.4,1044.0,0.0,7.1,1153.0,1.8,324.9
영실,20210419,7.2,1.5,500.0,13.0,1441.0,0.0,7.6,59.0,1.4,337.5
애월,20210419,11.6,5.5,608.0,17.2,1237.0,0.0,4.8,1721.0,1.5,326.3
중문,20210420,13.9,7.4,349.0,19.3,1719.0,0.0,4.2,1139.0,1.5,153.4
월정,20210420,13.5,7.5,344.0,19.1,1418.0,0.0,6.0,1212.0,2.9,308.6
진달래밭,20210420,8.9,0.4,42.0,15.0,1433.0,0.0,8.2,2315.0,2.4,154.2
대흘,20210420,13.6,8.2,504.0,20.0,1416.0,0.0,4.9,1142.0,2.2,16.9
마라도,20210420,15.6,12.7,646.0,18.3,1107.0,0.0,8.3,645.0,3.5,353.9
서광,20210420,14.8,7.6,7.0,21.5,1313.0,0.0,6.2,1237.0,2.2,192.6
제주남원,20210420,13.7,6.0,312.0,20.3,1243.0,0.0,5.5,1536.0,1.9,222.7
외도,20210420,11.9,3.4,539.0,19.0,1359.0,0.0,6.1,1408.0,1.4,37.4
영실,20210420,11.5,4.1,5.0,17.0,1403.0,0.0,5.0,2314.0,1.2,129.4
어리목,20210420,9.8,1.4,22.0,17.7,1302.0,0.0,7.4,1443.0,1.2,69.4
제주남원,20210421,16.0,7.4,356.0,21.3,1324.0,0.0,5.5,1545.0,1.7,82.0
구좌,20210421,16.1,7.7,353.0,20.9,1232.0,0.0,7.4,1507.0,2.7,101.0
대정,20210421,16.3,8.8,331.0,21.4,1357.0,0.0,8.8,1612.0,3.6,129.1
제주가시리,20210421,14.3,5.9,302.0,21.2,1411.0,0.0,4.9,1211.0,1.9,123.8
마라도,20210421,16.9,14.2,21.0,19.3,1311.0,0.0,9.0,2010.0,3.9,104.4
서광,20210421,16.1,7.8,349.0,22.6,1451.0,0.0,6.8,1632.0,2.2,143.2
어리목,20210421,13.1,4.3,553.0,20.3,1200.0,0.0,7.8,1608.0,1.1,248.9
월정,20210421,16.1,8.4,244.0,20.7,1315.0,0.0,7.1,1503.0,2.5,85.2
영실,20210421,13.0,6.9,616.0,16.9,1131.0,0.0,7.4,1238.0,2.5,149.1
진달래밭,20210421,10.7,7.1,603.0,15.4,1053.0,0.0,12.9,1218.0,4.9,140.9
중문,20210422,20.1,15.7,553.0,23.4,1627.0,0.0,11.7,1446.0,3.5,121.5
마라도,20210422,18.5,17.0,547.0,19.9,1426.0,0.0,13.1,1754.0,7.5,101.2
제주가시리,20210422,17.2,12.6,8.0,23.2,1400.0,0.0,6.4,1349.0,2.3,135.0
서광,20210422,19.8,14.2,133.0,23.3,1337.0,0.0,12.1,1643.0,3.3,136.4
대정,20210422,19.9,17.1,119.0,22.6,1602.0,0.0,13.5,1721.0,5.7,109.4
월정,20210422,18.2,14.9,353.0,20.9,1335.0,0.0,8.4,1108.0,3.4,114.1
영실,20210422,12.8,11.1,148.0,16.0,1303.0,0.0,9.3,1305.0,3.3,177.2
새별오름,20210422,18.7,14.6,318.0,22.2,1244.0,0.0,17.8,1734.0,6.1,151.9
애월,20210422,19.7,14.6,615.0,25.8,1502.0,0.0,8.9,1936.0,1.6,112.5
대흘,20210422,18.9,16.0,334.0,22.9,1033.0,0.0,9.9,1628.0,4.1,154.7
마라도,20210423,18.0,16.7,2340.0,20.0,1345.0,0.0,16.1,1102.0,10.1,100.6
서광,20210423,19.9,14.1,2355.0,23.9,1323.0,0.0,13.9,1249.0,3.4,133.3
대정,20210423,20.0,16.9,0.0,24.0,1335.0,0.0,14.5,1243.0,5.7,87.6
